hour_id,avg_iron_cct,avg_silica_cct,avg_iron_feed,avg_silica_feed,std_iron_cct,std_silica_cct,std_iron_feed,std_silica_feed,quality_tier,avg_ph,std_ph,avg_starch_flow,std_starch_flow,avg_amina_flow,std_amina_flow,avg_ore_pulp_flow,std_ore_pulp_flow,avg_ore_pulp_density,std_ore_pulp_density,avg_airflow_col01,std_airflow_col01,avg_airflow_col02,std_airflow_col02,avg_airflow_col03,std_airflow_col03,avg_airflow_col04,std_airflow_col04,avg_airflow_col05,std_airflow_col05,avg_airflow_col06,std_airflow_col06,avg_airflow_col07,std_airflow_col07,avg_level_col01,std_level_col01,avg_level_col02,std_level_col02,avg_level_col03,std_level_col03,avg_level_col04,std_level_col04,avg_level_col05,std_level_col05,avg_level_col06,std_level_col06,avg_level_col07,std_level_col07
"2017-03-10 01:00:00",66.90999999999988,1.3100000000000018,55.199999999999996,16.980000000000015,0,0,0,0,premium,10.113487356321839,0.02098159008393482,3162.625025862068,550.7416603181365,578.7866781609193,19.98516212078565,398.75336781609184,4.742480995333244,1.7295581609195396,0.02150083361893715,251.16667241379312,2.0576948159653554,250.2260862068965,2.308436234340628,250.17828735632173,1.3846777209652317,295.09599999999955,0,306.4000000000009,0,251.23252873563226,2.7950282484393982,250.20818390804604,1.2489065971983973,450.38377586206906,8.581308438794537,446.89184482758645,82.39997018837536,450.4745229885058,11.917634099449872,449.9122586206893,27.385708676375263,455.7921609195404,28.046223604660682,464.3833103448278,30.091767748068676,450.5327471264369,42.397220602194864
"2017-03-10 02:00:00",67.05999999999996,1.1100000000000045,55.20000000000002,16.980000000000015,0,0,0,0,premium,10.129741666666664,0.04186950714412199,3133.256388888891,511.76678135919167,537.2196611111112,21.517605896599868,399.87182222222236,4.100871488187828,1.6677842222222223,0.025080430595047935,249.8805888888888,0.9365398206323357,250.21405000000004,2.188554838792542,250.03331666666676,1.1177289348440949,295.0959999999995,0,306.40000000000094,0,249.90949444444442,0.6331677608476161,249.89757222222207,1.2154545510649644,449.373361111111,8.931797263423737,450.2493555555557,42.595677191906674,450.0812222222222,7.568586910872878,450.3288055555554,19.554887009267535,448.72298333333345,31.191553103539007,455.50152777777777,19.413046783064697,451.3877000000003,35.96119348895029
"2017-03-10 03:00:00",66.96999999999986,1.2700000000000038,55.20000000000002,16.980000000000015,0,0,0,0,premium,10.048403333333338,0.05215619785127957,3479.482944444445,154.0791066926815,591.9067444444444,8.795228088563471,398.7638055555556,4.176517546560635,1.7327108333333332,0.014134988399961584,250.16132777777773,1.3605222987812742,250.10416666666666,2.898503315380844,250.04635000000002,1.3681901982966733,295.0959999999995,0,306.40000000000094,0,250.2421611111113,1.2086181923138706,250.48418333333325,1.9348078491489815,449.9728777777778,8.066301627157621,450.8687111111111,41.604242822887656,450.9018222222223,10.27970429718152,451.1458222222221,21.160414722297272,451.13418888888884,31.249577450870856,459.9813111111112,24.794113769895308,450.29672222222206,37.79908955349648
"2017-03-10 04:00:00",66.75,1.3600000000000063,55.20000000000002,16.980000000000015,0,0,0,0,premium,9.91861400000001,0.04361017059633079,3228.0364358333336,445.12130549915594,593.1701055555552,12.798436406112756,399.8669833333337,4.603402015579256,1.7310558333333348,0.011114088189541625,250.20877222222188,1.7218120337804081,250.20476111111114,3.8515534664112456,250.12086111111088,1.4165060949092159,295.0959999999995,0,306.40000000000094,0,249.8251222222223,3.297150829719003,250.1576222222219,1.883556620767606,487.94070555555516,49.790896192142654,491.46211111111074,55.70827640153702,487.38720555555574,51.789663508363,494.5281833333333,57.75145653404935,495.664011111111,66.82836229739448,502.76384999999976,55.53529488647933,494.93988888888896,64.87115313737732
"2017-03-10 05:00:00",66.62999999999981,1.340000000000003,55.20000000000002,16.980000000000015,0,0,0,0,premium,9.746029222222225,0.05071656363876182,3327.2807388888887,554.3328221366085,619.7108055555552,7.853231591952516,399.61508888888903,4.204110510867365,1.765879222222224,0.004037250911500064,249.91780000000014,1.952407196057691,250.16049444444434,3.0246130654184076,250.01350000000005,1.1443611840468344,295.0959999999995,0,306.40000000000094,0,250.24960000000013,2.62628196437941,250.07863888888883,1.9276648326042298,549.0315388888889,11.042213666800848,549.9831555555558,10.631350194012711,549.4595722222222,10.221194675951208,549.9754833333335,13.131437860092234,549.5125333333333,9.686327562442198,560.6962999999997,28.174452278913233,550.2717722222221,28.349166813021508
"2017-03-10 06:00:00",66.85000000000021,1.1500000000000037,55.20000000000002,16.980000000000015,0,0,0,0,premium,9.892237111111113,0.12759194300620502,3405.1622222222213,129.73878241325258,621.8785388888889,7.483721046910836,399.74934444444443,3.7997192785492566,1.765064055555553,0.004355354079625073,249.89829444444445,1.6136985440380136,250.1110222222223,2.5459843196547802,250.07538333333338,1.1415388823129948,295.0959999999995,0,306.40000000000094,0,249.94249444444446,0.5157844976476547,250.1498777777776,1.2291260675806275,550.5995666666666,8.560818143497364,549.929138888889,6.035246908682241,549.0892444444446,10.129655063489395,549.6096999999997,10.84155922576683,549.2207000000002,8.388207039628035,561.0516444444444,26.366104529543573,551.0907666666668,24.877923132500285
"2017-03-10 07:00:00",65.76000000000018,2.7599999999999936,54.95000000000002,17.400000000000055,0,0,0,0,standard,10.180425555555553,0.044693718857084036,2865.8784277777777,869.8183477030383,618.1863666666666,6.1782240889059645,400.3451333333335,3.679243932533374,1.7654223333333332,0.004006789224337479,250.3506666666666,1.7758748917885212,250.27659444444447,2.2396411516663037,250.06684444444437,1.0493384179244059,295.0959999999995,0,306.40000000000094,0,250.0500333333335,0.2809001671601768,250.06273333333326,1.1039687703055991,549.5399777777783,8.19879767173658,550.7790500000002,5.319875910338192,550.9951833333332,10.075893289467006,550.4599722222224,11.320226249506051,549.721688888889,8.476850931373328,569.6192777777776,30.787648441349116,550.5758166666662,29.24078850484706
"2017-03-10 08:00:00",65.88999999999993,2.6499999999999915,54.95000000000002,17.400000000000055,0,0,0,0,standard,10.180202777777778,0.034942670414613915,3306.7536266666675,532.2137746953188,595.6809833333333,8.417938310652742,400.12874444444475,3.955380704222041,1.7661564444444426,0.003867042902134927,249.80609444444428,1.7504532172813803,250.23687777777766,2.72518149394172,250.00902777777745,0.9813400280334726,295.0959999999995,0,306.40000000000094,0,250.20051666666652,0.6101903583831021,250.0518944444442,1.3226596512487971,550.3122999999997,7.846490579379459,550.0976999999997,6.2759568594498765,549.3166277777781,10.40705424865364,549.6357722222219,11.42888043307017,548.4477277777775,12.778176747584912,567.5989555555554,26.75459586224774,550.0110166666666,25.592895505426426
"2017-03-10 09:00:00",66.68000000000016,1.7299999999999995,54.95000000000002,17.400000000000055,0,0,0,0,premium,9.940502833333335,0.0640561080108048,3784.48711111111,299.54590996926856,592.3679833333333,5.6909179291934,400.2784666666668,4.900188158968606,1.7600502777777733,0.00028538013569585154,250.06378888888867,1.6071902578772408,249.90368888888875,2.633914066648793,250.00544444444455,1.0751072245977962,295.0959999999995,0,306.40000000000094,0,250.1678166666665,2.300778676725284,250.07197222222229,1.4416914159725325,549.879238888889,8.709431689932913,549.2459611111112,8.988530193084909,550.3712000000002,9.34648989495117,551.3699999999994,13.243460214269051,549.1485277777776,16.92136892200968,563.1761277777779,25.552867536125518,550.217227777778,23.142631969319755
"2017-03-10 10:00:00",66.52000000000028,1.810000000000002,54.95000000000002,17.400000000000055,0,0,0,0,premium,10.104197277777777,0.08596381627933723,3316.753911111112,642.8802938043111,582.9060944444445,10.655236465788427,399.7736666666667,5.305933363729254,1.761051388888886,0.002599597898405706,250.09676666666658,1.5607746325563188,250.00297777777766,3.038617752050894,250.04623888888887,1.1655392899718278,295.0959999999995,0,306.40000000000094,0,250.11123333333308,1.628481854966554,249.98977777777765,1.677479315928912,550.1431277777779,11.391893148092112,549.3267944444441,11.80728041842399,549.1419055555556,9.831860940314895,548.2125583333334,19.51590993261583,546.7677722222223,21.63616500933003,556.4767166666668,28.626463486733094,549.2194222222223,25.983920216348405
